Comment,Author,Published At,Published Year,Sentiment Type
"<a href=""https://www.youtube.com/watch?v=ZJG1FjH1cEE&amp;t=984"">16:24</a> laugh😂",@mikuyt4139,2023-11-11T05:12:43Z,2023,Neutral
Things comes nd goes but namashkar dostoo still permanent <br>Druve rathee .... Love from pakistan watching ur videos daily <br>Keep wacthing old ones nd always waits for new one,@bobifbj917,2023-11-11T02:57:53Z,2023,Neutral
Sahi baat hai Bhai,@khansircomedy6157,2023-11-11T02:56:29Z,2023,Neutral
Answer: i dont think we Humen can survive a Million years.,@iamumar83,2023-11-11T00:03:16Z,2023,Neutral
500 year,@pardeepkapapa5674,2023-11-10T08:40:51Z,2023,Neutral
Samaj me Nehi  aaraha ki innka photos kisne liya hoga😂,@amijulislam8464,2023-11-10T08:13:32Z,2023,Neutral
Jitna mene school or college se nahi sikha usse kahi gunna jyada apke videos ke madhyam se sikha hun 😅 bahut aacha se explain karte ho aap . bahut sukun milta hai apki video dekh kar din aache se gujar gaya aisa feel hota hai .😅😂 Dhanyawad sir,@thatsawesomefun4307,2023-11-09T17:13:16Z,2023,Neutral
As per the current trend it&#39;s very difficult to cross 1 million years,@Nayanjain0701,2023-11-09T08:21:43Z,2023,Negative
Muje nai lagta ki 1m Tak log rahenge ensan. ensan ko khalega 😆,@user-ce7ue6fq5e,2023-11-08T17:50:14Z,2023,Neutral
Agg sa 3 year phala mara dada abu ne muga ek bat batai thi dada abu ne muga pata tha ka JAB TUMARAI umer 16 saal ki ho gyi gi ne tab log tumara comment par kar apna time waste kara gya 😂😂,@Romail_Khan,2023-11-08T17:26:48Z,2023,Neutral
Kya hm sb bhi Marne wale hain😢😢😂👈💯💯,@Akashsinghkachhwah,2023-11-08T16:40:57Z,2023,Neutral
V interesting,@samrakamal8448,2023-11-08T15:38:53Z,2023,Positive
Only one Allah ☝️,@bcnawab6471,2023-11-08T14:51:17Z,2023,Neutral
©,@theravipandey_,2023-11-08T14:11:28Z,2023,Neutral
Hm ni manty k insan prhly MONKEY Thy yah boHt he jahil qism Ki bat h koi b ni agree krta,@MuslimAli135,2023-11-08T06:57:57Z,2023,Negative
Can u make one video comparing when humans came into the story ?,@lekhagosain7326,2023-11-08T04:44:17Z,2023,Neutral
1m se pehle insan khtm ho jyega,@khushdeepdhillon3345,2023-11-07T21:10:15Z,2023,Neutral
Koi bhi dharti ko bachata Nahin hai Sare hi dharti ko nuksan kar rahe hain aur usmein se ham bhi hain aur vah din dur Nahin jab dharti Ka bahut jald vinash hoga😢,@_itz_Salman_,2023-11-07T19:30:56Z,2023,Neutral
Woooow....dhruve...! You are an amaizing person❤,@noreenfatima6163,2023-11-07T12:42:00Z,2023,Neutral
NOT RICH UP TO 0.9 M,@muhammadfiroz2523,2023-11-07T07:08:00Z,2023,Positive
🇵🇰🇵🇰🇵🇰🇵🇰🇵🇰🇵🇰🇵🇰🇵🇰,@peekkaboo1734,2023-11-06T17:55:42Z,2023,Neutral
no its not possible because arthopogenic activty,@KoriKori-zt8us,2023-11-06T16:45:48Z,2023,Neutral
Go for it sir🥰🥰,@spino2372,2023-11-06T15:11:41Z,2023,Neutral
Bhai aap gs padhaiye n please corse lekar aaye please🙏🙏 sir,@user-fe2tx2kq1b,2023-11-06T07:11:41Z,2023,Neutral
You are legend,@subhayanchowdhury,2023-11-05T18:38:57Z,2023,Neutral
Humans &amp; modern technology  has destroyed the earth already,@biraj540,2023-11-05T16:16:20Z,2023,Positive
"Hi Dhruv. The video is very good 👍. But, the dinosaur extinction was not the greatest extinction ever. It was the Great dying. Just so you know",@Daily_bytz,2023-11-05T12:41:42Z,2023,Positive
Dinosaurs are not real,@Paji_Reacts_1,2023-11-05T08:22:32Z,2023,Positive
"<a href=""https://www.youtube.com/watch?v=ZJG1FjH1cEE&amp;t=923"">15:23</a> thankyou so much asteroid, tmhare wjh se hi aaj hm utube aur insta chla pa rhe...aur setting se batt v😂😂",@Ankiit23,2023-11-05T04:10:21Z,2023,Neutral
1 million v pura kar nahi payega insan...jesa chal raha hai mera nazar mai.,@user-ho4wh5pt3y,2023-11-04T13:29:12Z,2023,Neutral
What about elephant mammals???,@avnisahariya,2023-11-04T07:41:36Z,2023,Neutral
Hazrat Adam was first man on earth.and in Sri Lanka,@DANGERxKING,2023-11-03T19:07:21Z,2023,Positive
Ek sawal mera bhi humare kisi bhi Garnth me DIOUNASUR ka zikar kyu nhi hain.. Kyuki humara dharm toh bhut purana h?????,@Youdcnine,2023-11-03T08:57:06Z,2023,Neutral
Dhruv tale me one thing ye video me tumne jo information di vo scientific he to kya etne million years k pehle God the? <br>Ham jise God samjte hai book k thru vo to hmare jese human k bich rhte the yahi story sunte aa rhe he hm to kya God hai ya ye video sach hai koi ek bat sach ho sakti hai  plz ans.... Anybody,@llgodhaniya3834,2023-11-03T07:38:54Z,2023,Neutral
Knowledgeable 🥰🥰😮😮🙏🙏🙏🙏🙏🙏🥰,@DrBT261,2023-11-02T20:58:33Z,2023,Neutral
Bhai please costa cornidia disaster vdo it&#39;s Titanic se bada ship distarer 😢,@ravichandraspoojara1337,2023-11-02T20:24:25Z,2023,Neutral
I like his science fiction and historical videos.. It&#39;s just some political statements given by him which bring hates towards him..,@anubhabdas672,2023-11-02T19:00:30Z,2023,Neutral
It&#39;s just so sad to learn that we humans will be the reason behind 6th mass extinction level event. We are so self destructive 😢,@crazy_gyanshorts,2023-11-02T13:03:38Z,2023,Negative
Ek question @dhruvrathi phir god kb aaye kese aaye,@abhayrajoria7843,2023-11-02T07:53:14Z,2023,Neutral
How can come the earth has never been hit again by an asteroid of such magnitude?,@Ansuman49,2023-11-02T06:49:42Z,2023,Neutral
Iska matlab ye hai ki hum chicken ke naam pe dynasor kha rahe hai dhruv bhaiya......😂😂😂😂😂😂......I am jocking❤❤❤😂😂😂😂,@puspa1989youtube,2023-10-31T14:53:02Z,2023,Negative
"Really appreciate your work bro, keep it up ❤️👍 very nice video",@harshiljadav5845,2023-10-31T08:21:27Z,2023,Positive
"Class 12th Evolution chapter completed, now time to watch ❤❤❤❤❤❤",@beingsalauddin,2023-10-31T06:19:16Z,2023,Neutral
Thanos 🫰😂,@FFhimanshu21,2023-10-30T16:31:54Z,2023,Neutral
Well tell,@bushramajeed7587,2023-10-30T15:16:33Z,2023,Neutral
Insaan na hota to kitna acha hota ❤,@HunterKace-qb5sf,2023-10-30T11:50:21Z,2023,Neutral
Professional video editor so amazing edit❤❤,@user-ju5kb9wp4l,2023-10-30T11:42:22Z,2023,Positive
How astroid speed 30 kmph was calculated??? 😂,@user-eg5bk2mk3x,2023-10-30T09:13:49Z,2023,Neutral
I cant stopbut see all your videos,@arushibanathia1903,2023-10-30T08:48:35Z,2023,Neutral
4.5 billion years ago 😊,@yadnyashripatil-zg2ju,2023-10-30T04:43:10Z,2023,Neutral
You are extremely extraordinary😮,@user-bg6dl6fr9q,2023-10-29T16:23:45Z,2023,Positive
It&#39;s upon Allah,@ArsalanKhan-pj3dz,2023-10-28T23:25:53Z,2023,Neutral
"Dinosaur Dekhne ka sapna, sapna hi reh Gaya 🥲",@ayaanahmed1096,2023-10-28T19:03:10Z,2023,Neutral
Only 100 years,@thechinuvlogs1240,2023-10-28T14:43:43Z,2023,Neutral
"18: <a href=""https://www.youtube.com/watch?v=ZJG1FjH1cEE&amp;t=1096"">18:16</a>",@AdityaTiwari50994,2023-10-28T12:03:13Z,2023,Neutral
You are awesome. I like your videos so much. Love from INDIA❤❤❤❤,@anilgupta1983,2023-10-28T07:11:30Z,2023,Positive
Good video 👍,@Brijeshg8955,2023-10-28T02:50:30Z,2023,Positive
The word evolution is latin word bro not greek😂😂,@bibekkharel9165,2023-10-28T00:42:03Z,2023,Neutral
Jurassic world film 🎉🎉🎉,@user-eg6rn8bv1o,2023-10-27T15:02:09Z,2023,Neutral
"According to 12th ncert it is  Brachiosaurus  <a href=""https://www.youtube.com/watch?v=ZJG1FjH1cEE&amp;t=525"">8:45</a><br><br>T-rax = Tyrannosaurus",@shrawangrawa7312,2023-10-27T04:33:23Z,2023,Neutral
No humans can&#39;t beat dinosaurs🦕,@itz_bhawu,2023-10-26T14:49:29Z,2023,Neutral
We are destroyer 😢😢😢😢,@Kotwalji456,2023-10-26T14:16:41Z,2023,Neutral
Today my life is best jokes 🤣🤣,@irfanCreative999,2023-10-26T05:06:08Z,2023,Positive
Biology students 😁😁,@riturawat7392,2023-10-25T15:54:08Z,2023,Neutral
Very  nice 👌,@sameenanaz6367,2023-10-25T15:50:01Z,2023,Positive
So many information you gave me always.. Dhruv Rathee sir Thank you so much❤👍,@BabluKisku-eb2wt,2023-10-25T13:58:31Z,2023,Positive
bhai dunya tab tak khattam nhin ho gi jab tak ALLAH na chahe,@GamerProZ091,2023-10-25T11:09:30Z,2023,Neutral
भाई वह सब तो ठीक है लेकिन इसमें भगवान कहां पर है 😅😅,@sanjaymeghwal__13,2023-10-25T04:30:26Z,2023,Neutral
Asteroid erth se takaraya sirf theory he😅,@Agri11,2023-10-24T17:07:13Z,2023,Neutral
Asteroid se sirf dianosor mare??,@Agri11,2023-10-24T17:06:33Z,2023,Neutral
यहां पर कोई धर्म के ठेकेदार है जो कहते थे की इंसान को भगवान ने बनाया है ?😂😂😂,@cricket3311,2023-10-24T15:42:54Z,2023,Neutral
"उस समय कोई डायनोसोर बाबा, देवी, गॉड, अल्लाह, था 😂😂😂😂",@cricket3311,2023-10-24T14:46:53Z,2023,Neutral
Dhruv Rathi ji Maine aapse 2000 rupaye Manga tha aapane to nahin diya aap ek kam kar sakte ho my music star Banna chahta hun mera halat Aisa nahin na ki main ban paise Kami hai aap banaa do Guru main aapko bulaunga aur sabse bada star ban ke,@munnamichael4506,2023-10-24T11:29:35Z,2023,Neutral
I&#39;m gonna ace my history test because of this guy,@InfiniX_-_,2023-10-24T09:15:10Z,2023,Neutral
Keep it up Bro❤,@GENIUSV18,2023-10-23T12:21:46Z,2023,Neutral
"Thank you for such a wonderful explanation, Sir!",@rumi26566,2023-10-23T06:37:30Z,2023,Positive
Cuteie pie,@panjtaniOFFICIALLNohay,2023-10-23T05:38:08Z,2023,Neutral
Amazing video as always ❤<br>Love you dhruv sir 🥰🤩 <br>my favorite teacher🙇🙏,@Neutral-Fan.,2023-10-23T05:14:07Z,2023,Positive
💩 pooped 💩 😅,@udikshaandvirajsmilingworl9497,2023-10-22T15:43:27Z,2023,Neutral
🔥🔥🔥🔥🔥🔥🔥🔥🔥,@rin___-gm3yg,2023-10-22T07:19:34Z,2023,Neutral
Human will destroy earlier than dinasours,@Crackgate,2023-10-22T04:22:10Z,2023,Negative
Op,@KGS_7777,2023-10-21T10:15:08Z,2023,Neutral
ravindra kaushik par video bnao bhai topic on a brave raw agent black tiger❤,@VinayKumar-fe6us,2023-10-20T18:20:59Z,2023,Neutral
Bahi abb ka dinosaur matalab murga or murgi or jo udta hai o kabutar kauua 😂😂😂👍,@sandeepdamodare7943,2023-10-20T15:16:25Z,2023,Neutral
Quantum computer pe video bnaen?,@just4u212,2023-10-20T12:32:33Z,2023,Neutral
Godzilla Naam Se Koi dinosaur hai kya,@PrashantSingh-em3wz,2023-10-19T13:25:03Z,2023,Neutral
Sir please new video ❤😮 कब आयेगा 😊,@omkarToofan05,2023-10-19T05:45:23Z,2023,Positive
"Religion (hindu, islam) doesn&#39;t believe evolution theory 😅",@Just.an.indian2024,2023-10-19T03:48:27Z,2023,Neutral
"Loved it, u r doing an awesome work, great extensive description. Dhruv bro let&#39;s make a video about the evolution of Homo sapiens as well. Like how we evolved, how we came into existence.",@syedsahil7936,2023-10-19T02:29:13Z,2023,Positive
Most valuable channel,@princetomar346,2023-10-18T07:25:50Z,2023,Neutral
Save trees save Earth ❤,@faizanfaizykhan4800,2023-10-17T22:45:41Z,2023,Neutral
"<a href=""https://www.youtube.com/watch?v=ZJG1FjH1cEE&amp;t=1207"">20:07</a> imagine  takrane ke baad vo earth ki taraf mood jata to! 😂🤣😂🤣",@ACE-dc3yj,2023-10-17T19:37:24Z,2023,Neutral
wow your explanation is awesome yrr,@fit-rocky93,2023-10-17T13:50:39Z,2023,Positive
Earth ni bachega.. Qayamat ana hi hai ek din as per Quran,@lubnaambreen3367,2023-10-17T09:44:24Z,2023,Neutral
BEST INFORMATIONS VIDEO VERY BEAUTIFUL EXPECTATIONS,@mabademiyavisionkas3968,2023-10-17T09:43:23Z,2023,Positive
Love ❤️❤️❤️❤️,@PriyankaDas-gh3yo,2023-10-16T17:09:56Z,2023,Positive
Dainasaur k bad hazrat Adam as dunia ma at thy Allah na bheja tha unko wo dunia k pehly insan thy or unky sath unki wife bhi thi AMMA hawa Allah buhat ghafur  Ur Rahim ha bro logo bro logo ko ghalat na guide kro,@user-do7gi1tk4x,2023-10-15T23:35:40Z,2023,Negative
Maine petrol bike bech di go green 💚💚💚🍏😂,@abdulbasit4447,2023-10-15T17:39:03Z,2023,Negative
Keep it up bro,@user-vf4bm5hq3l,2023-10-15T16:17:38Z,2023,Neutral
Earth Restart it&#39;s self after some hundred years by the help of Humans 😔,@Naveen.7520,2023-10-15T09:27:16Z,2023,Neutral
"This person is very bad, he is causing a lot of harm to the earth.",@DharmendraKumar-bs1fo,2023-10-14T13:28:34Z,2023,Negative
Looks plus brain u are a good combo.. ap to love me bhi logic dhondain gay masla ho gae ga apki wife kay lie,@amnahalikhan2034,2023-10-14T11:37:25Z,2023,Positive
"Sir I am very appreciated about how you upload the videos. I think the answer of the question is yes. Yes we can beat the records set by the dinosaurs only if we are more concerned about Earth. Am I right? <br>:- Well, one main reason is that we are the only mammals who had the ability to think, understand, react and bring the change which might change the future.",@anushrikhatavakar6038,2023-10-14T07:14:32Z,2023,Positive
😅😅well information good show 😅,@KartikPatel-nt4ff,2023-10-12T16:06:58Z,2023,Positive
"Maintaining discipline in the classroom is essential for creating a conducive learning environment. When all students adhere to rules and guidelines, it fosters a sense of respect and order, allowing teachers to effectively convey their lessons. Moreover, discipline not only benefits academic progress but also teaches important life skills such as responsibility and self-control. It is a collective effort that involves both educators and students, working together to ensure a harmonious and productive educational experience. In a disciplined classroom, students can thrive academically and develop the necessary skills to succeed in the broader context of life.",@Kakarot0_0,2023-10-11T15:15:56Z,2023,Neutral
You are the most pathetic guy on earth Dhruv,@amitaswani27,2023-10-11T11:32:11Z,2023,Negative
human extension  2024 🤣🤣  Diwali me population dhek kar pata chalta hai,@TimesOfSuvhu,2023-10-11T06:09:14Z,2023,Neutral
Bahot badhiya samjate ho tum.....humara bhi Gyan badhta he tumhari  vajese...thank you for all videos,@PankiIde-cg6wi,2023-10-10T23:57:06Z,2023,Neutral
Bhai apan ne unhe bhagte hue dekha he nhi phir kaise speed pata lagi plz explain 🙏 apan unki age weight to pata kar sakte hai but how we can predict there speed,@madhuragrawal2480,2023-10-10T20:46:35Z,2023,Neutral
Amazing.. enlightening and amusing too due to the advancement of our science and how little we know about those inventions,@RuplinaBhowmik,2023-10-10T06:20:42Z,2023,Positive
You are just fabulous bro no one can beat u your content and your concept are very knowledge full for our siblings and upcoming generation 😊😊❤,@rockeshan6036,2023-10-09T16:12:15Z,2023,Positive
2050 and the earth 😅😅,@salauddinfitnessboy2.072,2023-10-08T03:28:29Z,2023,Neutral
Dhurva rathee definitely cross century because from last 5 years his pwesonality doesn&#39;t change,@nareshrawal3058,2023-10-05T16:49:37Z,2023,Neutral
The only species to have withstood the brunt of that asteroid is dhruv rathee😂😂,@colourless2d,2023-10-04T16:27:30Z,2023,Neutral
Carbon dating se sirf earth pe aane ke baad ka time pata chala hoga na usse pehle wo asteroid kab bana wo nahi pata chala hoga,@GYAN_AJM,2023-10-04T10:07:46Z,2023,Neutral
It&#39;s really helpful sir ❤,@shivajitripathy,2023-10-04T04:34:07Z,2023,Positive
thanks sir for the video❤🙏,@Sans_OO5,2023-10-04T03:42:12Z,2023,Positive
"<a href=""https://www.youtube.com/watch?v=ZJG1FjH1cEE&amp;t=1040"">17:20</a> that laugh😂😂",@Sans_OO5,2023-10-04T03:37:55Z,2023,Neutral
Is it possible for dinosaurs to have furr?? What if dinosaurs were big furry animals?,@ahanaaurchi1334,2023-10-03T23:40:41Z,2023,Neutral
Grear video sir,@aforanatomywithvikram5184,2023-10-03T17:11:12Z,2023,Neutral
I love you brother ❤,@_SilentAloneBoy,2023-10-03T17:07:49Z,2023,Positive
I love Science I love Jurassic Park ❤,@_SilentAloneBoy,2023-10-03T16:51:10Z,2023,Positive
"Hey Dhruv, you can talk about the new devices which are recolutionising computing but are rarely known. It’s not Quantum Computing, not gpu, et cetera. They are termed as “Memristors”.",@azizlokhandwala2345,2023-10-03T15:25:36Z,2023,Positive
Humans are worst creatures nature ever produced,@tazimrahbar7882,2023-10-02T11:45:52Z,2023,Negative
4 million years mein to milky way Andromeda collision hoga,@syednuman2323,2023-10-02T09:25:17Z,2023,Neutral
❤❤❤,@munafkhan2711,2023-10-01T19:55:29Z,2023,Neutral
Max 500 yrs left for humans,@rahulkshatriya6865,2023-10-01T17:04:59Z,2023,Neutral
"Very nice ,all videos screen play are good.",@arzooalidbg,2023-10-01T16:24:51Z,2023,Positive
I think aap ko power rangers dekh na chahiye us mai bhi aap ko pata chalega,@1TAPBOSS00,2023-10-01T15:06:41Z,2023,Neutral
Bad😂😅,@sharmilakumari3116,2023-10-01T12:05:53Z,2023,Negative
"<a href=""https://www.youtube.com/watch?v=ZJG1FjH1cEE&amp;t=1426"">23:46</a> Impossible.. human beings wont live and will not cross 174 million years as AI and Robot will take over and vanish Human Beings",@rishikalpamukherjee1339,2023-10-01T11:10:00Z,2023,Neutral
Gem 💎,@memezhub_2.0,2023-10-01T10:51:56Z,2023,Neutral
Dinasour ko phele dragon ke naam se jaana jatha tha.what about mokle membe &amp; kongo moto,@amitshrivastavfunentertain6640,2023-10-01T10:39:19Z,2023,Neutral
no bakwas sidhi baat aur topic pe aate hy  plus jo samjhate hy saab details me hy aur easy hy aap thats why i love your video,@drex3050,2023-10-01T04:13:09Z,2023,Neutral
Dhruv rathee deserves more views and more subscribers than Saurav joshi who just shows his everyday life.<br>No hard work and he is getting fame.,@akki_1423,2023-09-30T23:10:03Z,2023,Neutral
if evolution brought dinosaurs then why they did not appear again with evolution ? seems fake evolution theory not proven,@humanstergamer3239,2023-09-30T19:25:51Z,2023,Neutral
Sir 66 million years old ka kya matlab iridium ka earth par aana ya space me iridium ka formation sir please explain 😮😮,@amarjeet3527,2023-09-30T17:27:49Z,2023,Positive
Thanks dhruv bro.. Maza aata hai apke video dekh ke.,@Rish17,2023-09-30T08:45:14Z,2023,Positive
humans cannot survive so many million years like dinosaurs as we destroy our earth in the name of development,@paramesh1221,2023-09-30T01:30:06Z,2023,Positive
Outro song??,@techyspeaksunboxing4348,2023-09-29T19:20:56Z,2023,Neutral
"ध्रुव राठी जी, इतना अविश्वसनीय वीडियो दिखाने के लिए बहुत-बहुत धन्यवाद। लेकिन वास्तव में यह सच है। आपको बार-बार बहुत-बहुत धन्यवाद और सलाम",@tarkeshwaryadav4110,2023-09-29T18:54:10Z,2023,Neutral
Fabulous efforts 👏,@chetanmore8300,2023-09-29T14:56:38Z,2023,Positive
En dinosaurs ka dhrm kya tha...😂😂,@anshulbhardwaj841,2023-09-29T10:28:30Z,2023,Neutral
God&#39;s plan,@Indiesclan,2023-09-28T17:01:37Z,2023,Neutral
"<a href=""https://www.youtube.com/watch?v=ZJG1FjH1cEE&amp;t=417"">6:57</a> Archaeopteryx 😂<br>If u know u know.....",@ElEvEnSeVeN117,2023-09-28T11:20:31Z,2023,Neutral
"Pterosaurs were not Dinosaurs. You kept referring to them as flying dinosaurs, even said that birds evolved from pterosaurs, which is wrong. But overall great video 📸",@ali.hassanmir,2023-09-28T10:49:33Z,2023,Neutral
"Nasa is doing such a great Job, huge respect to those scientists ❤",@mayankparihar5332,2023-09-28T10:23:26Z,2023,Positive
Insaan evolved only 3lac years ago,@danishahmad6169,2023-09-28T09:04:06Z,2023,Neutral
"230 million year ago first dinasour got traced panjea age, dry arid environment---&gt;triasic perion dinasours started emerging<br><br>Pangea broke into pieces because of volcanic eruption sulphur dioxide and CO2 gas released which polluted oceans creature and when released in atmosphere blocked the sun radiation and extreme cold appeared only warm blooded survived <br><br>including dinosaur turtle early mammals and crocodiles now this period is called Jurassic<br><br>201m years ---145 million year before---&gt; JURASSIC PERIOD<br><br><br>Agla period The cretaceous period--&gt; har qism k dinosaur <br>145million to65million years ago<br><br>10-15km ---30km/s asteroid crashed earth 66m years ago<br>180km ka gadha 1billion times &gt; energy than atomic bomb<br>A lot of dust raised land very hot<br>Whole earth temp raised<br>Chote chote animals survive kr gae-- sea underwated caves mn chup kr<br>2km oncha sunami earthquake<br>Dust and co2 so2 blocked sun rays---extreme freezing temp<br>Animals died, no photosynthesis no plants u ko khaane wale mar gae unko khane wale mar gae<br>Mamels turtle lizard birds by eating fungus and dinosaurs<br><br>Dust hat gae but Co2 ne ab global warming krdi<br>75% creatures died<br>Paleogene period--&gt; now mamels evolve<br><br>Flying dinasours survived and evolve to birds birds and dinasaur are same<br><br>Trex most dangerous dina evolved to hen<br><br>Iridium is not on earth but asteriod have--&gt; irridium got found in various places of earth proved asteriod thing and carbon dating told age 66millions years ago",@danishahmad6169,2023-09-28T08:42:00Z,2023,Positive
Content Copied from Ridddle 😢,@Pranay_Hitman45_lover,2023-09-27T17:51:22Z,2023,Neutral
It&#39;s always great to watch your content,@peace9275,2023-09-27T17:24:41Z,2023,Positive
Pata nahi aisa patthar aaj kal me kiyu nahi girta 😂,@n2keditz,2023-09-27T13:50:25Z,2023,Neutral
To aap ne ak video me bola hai ki  is dharti par sabse pahale Adam aur arra aye the,@vikashkumar-qz4oi,2023-09-26T16:22:05Z,2023,Neutral
Insan was created.... Not by ivolution ... Mark it...,@rtp5458,2023-09-26T16:12:56Z,2023,Neutral
"Do you believe the  Big Bang explosion made all the planets in a sequence at a fixed distance and started encircling the Sun and one planet (Earth) became with water and plants, Animals Apes and Dinosours? Wah Rathee Sabab, Scientists made us fools and We are still praising their never unmatching story like Quran.  Dinosours were existed before Noah. At the time of Noah, the population were very less on the Earth and Gorillas and other wild animals were present at that time. Dinosaurs were existed at that time. The Dinosaurs were destroyed during the great flood in Noah’s time.",@johnythacheth2899,2023-09-26T15:04:56Z,2023,Neutral
"It is a human made story for their business and fame. Don’t be silly Mr Dhruv, Do you really believe that Earth is billions of years old? Come on dear. Be practical and think without human being the earth was existed, No sir, because on this earth Human Beings are the most important living creature in all time in History. Without human beings earth in nothing. Of course Human beings were populated gradually. The density of population  were increased gradually as there were a few people before twenty or twenty thousand years which now filled on the earth. Scientists says everything were existed on this earth and human beings were developed as today’s human being from Apes (Monkey) They produced human beings without tail in million of years.  Hilarious to hear this joke. I am not from the Monkey family. I am from God. I can prove the same. What was Elephant at those years of evolution? How was Ants and Birds  billions of years back? Come on Kisko Befakoof Nanara hai yeh scientists?",@johnythacheth2899,2023-09-26T14:52:56Z,2023,Negative
100 sal ke amdar 😅,@imrahimkhan,2023-09-26T06:29:28Z,2023,Neutral
Very nice contents,@hasteraho997,2023-09-25T18:08:02Z,2023,Positive
Want video on &quot;cast census &quot;.,@youtubeuser021,2023-09-25T17:30:24Z,2023,Neutral
"Today I feel I completed my Geography, History &amp; Science 😁",@annielildoll1829,2023-09-25T09:52:56Z,2023,Neutral
"Dinosaurs lived with mankind, they are not millions of years old, please try to know the real truth.",@warangullyboy118,2023-09-25T08:40:38Z,2023,Positive
Dhruv bhaiya youre great❤️ bhagwan ji kahase aaye utpati kab aur kaise huyi uspar ek video banao pls,@mngaming5804,2023-09-25T08:07:31Z,2023,Positive
Because Noah didn&#39;t have place in his ark,@violethermon5778,2023-09-23T15:43:57Z,2023,Neutral
thats are animals relatives of animals,@farhanaansari7926,2023-09-23T15:09:59Z,2023,Neutral
Make video on giant ant city brasil,@jasminghadeshiya2169,2023-09-23T12:07:56Z,2023,Neutral
🙄🙄ek min...Insaan evolve kb huye akhir🤧🤧dinosaurs sy pehly k6 tha?insan un sy pehly thy?🙄,@khanpti592,2023-09-23T09:13:27Z,2023,Neutral
How ostrich ancestors survive ?,@btw_itsanish9941,2023-09-23T04:29:32Z,2023,Neutral
1 million se phale<br>I m sure<br>We are careless,@Ramyadav-ki5yr,2023-09-22T18:05:42Z,2023,Negative
❤😊 knowledge is so adorable nd valuable ❤thank you so much 💗☺️ bhai,@stayfire6530,2023-09-22T15:36:30Z,2023,Positive
Best speech,@ArshadKhan-gs4fx,2023-09-22T14:05:18Z,2023,Positive
Yah humara quran pak main 1400 soo saal phalay bola gaya hai ❤❤❤ proud to b a muslim,@danishbanday3485,2023-09-21T22:50:24Z,2023,Positive
How paleontologists calculate the age ?,@MdAslam-gb7fv,2023-09-21T15:46:39Z,2023,Neutral
Very informative video brother ❤,@WouldEntertainmentAtoZ-ui6kp,2023-09-21T15:07:14Z,2023,Neutral
Excellent video,@creativesuhani6504,2023-09-21T13:33:35Z,2023,Positive
My graet youtuber,@DanielSoren-ri5ot,2023-09-21T13:12:23Z,2023,Neutral
i will send you comment after we go to heaven 🤣🤣,@user-hn3do5bf9m,2023-09-21T11:53:45Z,2023,Neutral
@dhruvrathee that namsakar dosto made me to watch and love your videos best videos❤,@rajeshgyawali3915,2023-09-21T07:49:38Z,2023,Positive
Insan ka time sabse km hoga. Men is universal dangerous.. men comparison nhi ho  sakata bure bhi bura..insan insan ki wajah se नष्ट hoga,@mahiii2,2023-09-21T05:06:13Z,2023,Neutral
humans couldn&#39;t extinct till 0.4 million years on this planet😢 because we are distroying everything.,@ZubairKhan-lu5gc,2023-09-19T11:58:10Z,2023,Negative
"Aaj kal 1 ped lagate hai aor 10 log pic khichvat hai ki aaj humne brachchha ropan Kia ped bechare social media me hi bache hai ,real life me ped rhe ya na rhe",@vickygill9151,2023-09-19T10:00:33Z,2023,Neutral
❤❤❤❤❤❤❤❤❤,@a.gayushgamingz7,2023-09-18T16:45:40Z,2023,Neutral
2milion Tak hi exit kar payenge,@user-te4wy3wf8d,2023-09-18T15:10:26Z,2023,Neutral
❤❤❤❤ ilove you sir,@tonymollick7188,2023-09-17T23:39:28Z,2023,Neutral
میرا اللّٰہ اگر چاہے تو ابھی اس دنیا کو فنا کر دے یہ ناسا کچھ نہیں کر سکے گا۔,@safirahmushtaque8220,2023-09-17T21:31:11Z,2023,Neutral
"In future , everything will get vanish. And we call that day of destruction 👉 &quot;QAYAMAT&quot;",@K_R155,2023-09-17T11:33:31Z,2023,Neutral
Ham Insan Itna Chalak Hain Kyon Humse Jyada Bhale Jiye hain abhi Aane Wala cal Hamara hi hai aur rahega Kyunki ham log alag alag chijon per kam Karenge jaise ki dusre grahon per Rahana Khatre ko pahle hi bhap Lena isase Hamari Jindagi Sukumar acchi Rahegi Hamesha Hamesha ke liye,@deepchandrajbhar1772,2023-09-17T03:56:14Z,2023,Neutral
Sir your knowledge is incredible,@rockroy2207,2023-09-16T20:53:13Z,2023,Positive
इंसान तो मरेगा क्यों की उसकी हरकतें सही नही है,@devendrahansmani6095,2023-09-16T11:45:08Z,2023,Neutral
A lizard is cute for him 💀,@Rizzfrj,2023-09-16T11:41:02Z,2023,Positive
"😂please tell how china sells dinasours fake bones and dinasours are just imaginations of paleontologists, and never a full skeleton were found, they show you fake bones, it is to make us beleive in evolution,<br>Andhbhakt of west",@Twfikomar,2023-09-16T05:37:43Z,2023,Negative
Nasa walle bahut khatarnak h 😂😂,@AsifMahar-gq9jw,2023-09-15T19:46:51Z,2023,Neutral
Awesome explanation well done keep it up 👏👍,@ImranHussain-pu1hh,2023-09-15T10:46:37Z,2023,Positive
Effects to save humans 🐱,@rip110,2023-09-14T19:22:14Z,2023,Neutral
kalki avtar,@rizingbhagat3503,2023-09-14T12:30:05Z,2023,Neutral
